brand_id,brand,brand_value,bio,quote,quote_attribute,intro,lifestyle_copy,short_bio,listing_bio
01EFJFZ27406D2JWN25QAQ86TD,St. Roche,Handmade / Artisan Crafted,"The collection fuses a relaxed, new school femininity with artisanal hand-made details, traditional embroidery techniques and original textile designs.

Our commitment from the beginning has been to grow a sustainable fashion business, preserving the planet and its people for the future. 

Inspired by our global influences, love of textiles and ethics, we work directly with carefully selected manufacturing partners in India and Peru who are committed to responsible labor practices, transparency and preserving skilled craft. 

We source eco and sustainable fabrics and yarns wherever possible, incorporating GOTS certified organic cotton and low-impact natural fibers into the collection.

St. Roche is worn by celebrities, high profile women and influencers including Liv Tyler, Olivia Wilde, Gwyneth Paltrow, Helena Christiansen and Karlie Kloss amongst others.",The collection is soft but striking. Their commitment to responsible design sets St. Roche apart.,Vogue.com,"Our vision is to create beautiful handcrafted clothes designed for a modern woman who cares that what she wears reflects her values and lifestyle.

Founded in 2014 by husband and wife team Paud Roche and designer Sue Stemp, St. Roche is a responsibly created, seasonless lifestyle brand based in Los Angeles. 
","Our garments are timeless, made to last and our hand-crafted textiles are heirloom quality. We believe that less is more, promoting lasting design and excellent quality as the true meaning of luxury. Plus they’re super soft. #sustainableluxury","modern, artisanal, free-spirited, sustainable","Behold St. Roche! Husband and wife duo Sue Stemp (St.) and Paul Roche (Roche), responsibly design practical clothes for the on-the-go girl. Working with family and women run businesses that are both ethical and compliant, these cozy knits are the perfect accompaniment all winter long."
01EFJFZ27406D2JWN25QAQ86TD,St. Roche,Sustainable,"The collection fuses a relaxed, new school femininity with artisanal hand-made details, traditional embroidery techniques and original textile designs.

Our commitment from the beginning has been to grow a sustainable fashion business, preserving the planet and its people for the future. 

Inspired by our global influences, love of textiles and ethics, we work directly with carefully selected manufacturing partners in India and Peru who are committed to responsible labor practices, transparency and preserving skilled craft. 

We source eco and sustainable fabrics and yarns wherever possible, incorporating GOTS certified organic cotton and low-impact natural fibers into the collection.

St. Roche is worn by celebrities, high profile women and influencers including Liv Tyler, Olivia Wilde, Gwyneth Paltrow, Helena Christiansen and Karlie Kloss amongst others.",The collection is soft but striking. Their commitment to responsible design sets St. Roche apart.,Vogue.com,"Our vision is to create beautiful handcrafted clothes designed for a modern woman who cares that what she wears reflects her values and lifestyle.

Founded in 2014 by husband and wife team Paud Roche and designer Sue Stemp, St. Roche is a responsibly created, seasonless lifestyle brand based in Los Angeles. 
","Our garments are timeless, made to last and our hand-crafted textiles are heirloom quality. We believe that less is more, promoting lasting design and excellent quality as the true meaning of luxury. Plus they’re super soft. #sustainableluxury","modern, artisanal, free-spirited, sustainable","Behold St. Roche! Husband and wife duo Sue Stemp (St.) and Paul Roche (Roche), responsibly design practical clothes for the on-the-go girl. Working with family and women run businesses that are both ethical and compliant, these cozy knits are the perfect accompaniment all winter long."
01EFJFZ27406D2JWN25QAQ86TD,St. Roche,Emerging,"The collection fuses a relaxed, new school femininity with artisanal hand-made details, traditional embroidery techniques and original textile designs.

Our commitment from the beginning has been to grow a sustainable fashion business, preserving the planet and its people for the future. 

Inspired by our global influences, love of textiles and ethics, we work directly with carefully selected manufacturing partners in India and Peru who are committed to responsible labor practices, transparency and preserving skilled craft. 

We source eco and sustainable fabrics and yarns wherever possible, incorporating GOTS certified organic cotton and low-impact natural fibers into the collection.

St. Roche is worn by celebrities, high profile women and influencers including Liv Tyler, Olivia Wilde, Gwyneth Paltrow, Helena Christiansen and Karlie Kloss amongst others.",The collection is soft but striking. Their commitment to responsible design sets St. Roche apart.,Vogue.com,"Our vision is to create beautiful handcrafted clothes designed for a modern woman who cares that what she wears reflects her values and lifestyle.

Founded in 2014 by husband and wife team Paud Roche and designer Sue Stemp, St. Roche is a responsibly created, seasonless lifestyle brand based in Los Angeles. 
","Our garments are timeless, made to last and our hand-crafted textiles are heirloom quality. We believe that less is more, promoting lasting design and excellent quality as the true meaning of luxury. Plus they’re super soft. #sustainableluxury","modern, artisanal, free-spirited, sustainable","Behold St. Roche! Husband and wife duo Sue Stemp (St.) and Paul Roche (Roche), responsibly design practical clothes for the on-the-go girl. Working with family and women run businesses that are both ethical and compliant, these cozy knits are the perfect accompaniment all winter long."
01EGK40WNQNJ7G2KC86K13H93M,CQY,Sustainable,"Los Angeles and denim go hand in hand. After working in the LA denim industry for 19 years, CQY founder and die-hard Lakers fan Samuel Ku is more than a little invested in seeing his hometown keep its reign as perhaps THE most important city in the world as it pertains to denim. So when he saw the troubling trend of brands leaving Los Angeles factories for cheaper production overseas (yet charging customers more and more every year), his mission was clear: start a denim line that focuses on his community and really shows what the best factories in the world can do, and do it with a focus on sustainability. CQY (pronounced koi) was born.",15 million pairs of jeans informed our perfect fit.,"Samuel Ku, Founder","Our mission is to keep the heart of denim beating in Los Angeles. We design and produce high quality jeans that are sustainability-focused and Made in LA, all at a price that is nearly 40% more affordable than our competitors by delivering them Direct-To-Consumer, cutting out the retailer and their markup.",Say hello to the essential denim styles that you'll wear on repeat.,100% Made in Los Angeles and Sustainability-focused. Founded by the former Creative Director of AG.,"Behold CQY Denim! Brand founder Samuel Ku is a true luxury denim veteran, with over 19 years of industry experience. Ku decided to right the wrongs he saw in the LA denim industry by creating denim using sustainable factories and materials without sacrificing on quality and design. Ku's sustainable focus and strong design background prove that you can have your cake and eat it, too!"
01EGK40WNQNJ7G2KC86K13H93M,CQY,Emerging,"Los Angeles and denim go hand in hand. After working in the LA denim industry for 19 years, CQY founder and die-hard Lakers fan Samuel Ku is more than a little invested in seeing his hometown keep its reign as perhaps THE most important city in the world as it pertains to denim. So when he saw the troubling trend of brands leaving Los Angeles factories for cheaper production overseas (yet charging customers more and more every year), his mission was clear: start a denim line that focuses on his community and really shows what the best factories in the world can do, and do it with a focus on sustainability. CQY (pronounced koi) was born.",15 million pairs of jeans informed our perfect fit.,"Samuel Ku, Founder","Our mission is to keep the heart of denim beating in Los Angeles. We design and produce high quality jeans that are sustainability-focused and Made in LA, all at a price that is nearly 40% more affordable than our competitors by delivering them Direct-To-Consumer, cutting out the retailer and their markup.",Say hello to the essential denim styles that you'll wear on repeat.,100% Made in Los Angeles and Sustainability-focused. Founded by the former Creative Director of AG.,"Behold CQY Denim! Brand founder Samuel Ku is a true luxury denim veteran, with over 19 years of industry experience. Ku decided to right the wrongs he saw in the LA denim industry by creating denim using sustainable factories and materials without sacrificing on quality and design. Ku's sustainable focus and strong design background prove that you can have your cake and eat it, too!"
01EGK40WNQNJ7G2KC86K13H93M,CQY,BIPOC Owned,"Los Angeles and denim go hand in hand. After working in the LA denim industry for 19 years, CQY founder and die-hard Lakers fan Samuel Ku is more than a little invested in seeing his hometown keep its reign as perhaps THE most important city in the world as it pertains to denim. So when he saw the troubling trend of brands leaving Los Angeles factories for cheaper production overseas (yet charging customers more and more every year), his mission was clear: start a denim line that focuses on his community and really shows what the best factories in the world can do, and do it with a focus on sustainability. CQY (pronounced koi) was born.",15 million pairs of jeans informed our perfect fit.,"Samuel Ku, Founder","Our mission is to keep the heart of denim beating in Los Angeles. We design and produce high quality jeans that are sustainability-focused and Made in LA, all at a price that is nearly 40% more affordable than our competitors by delivering them Direct-To-Consumer, cutting out the retailer and their markup.",Say hello to the essential denim styles that you'll wear on repeat.,100% Made in Los Angeles and Sustainability-focused. Founded by the former Creative Director of AG.,"Behold CQY Denim! Brand founder Samuel Ku is a true luxury denim veteran, with over 19 years of industry experience. Ku decided to right the wrongs he saw in the LA denim industry by creating denim using sustainable factories and materials without sacrificing on quality and design. Ku's sustainable focus and strong design background prove that you can have your cake and eat it, too!"
01EFJFYX71CRKS21XKE98NX94X,LE SUPERBE,Emerging,"Operating on instinct and impeccable taste, the Los Angeles designers draw inspiration from the streets of Hollywood, all the way to Venice Beach to Malibu. The goal is always a fabulous stylist rack of must-have items.

From long time Los Angeles fashion insider Jeannine Braden; stylist, consultant and former owner of the much loved Santa Monica boutique Fred Segal Flair, comes LE SUPERBE (or The Beautiful) “From the Southern California Side of Elsewhere"".

Ms. Braden, and well-known designer, William Beranek (William B) know what it takes to move fashion forward. Ms. Braden serves as the creative director and named the line after the street where she grew up on in Venice, California. Jeannine and William have transitioned from living together to working together. The two have a wonderful son and when it was came time to call it quits, they “consciously uncoupled”… So “very” LA.","We come from a world of surfing, rock and roll, beach, and nightlife","Jeannine Braden, Creative Director","LE SUPERBE is a Los Angeles fashion brand that stays true to its California roots, while at the same time unleashing a personal flair. It's Ready-to-Wear sprinkled with subliminal seeds of the surf culture along the sandy beaches of Southern California. The must-have pieces change with the seasons but stay true to a stylistic freedom that embraces an effortless mix of new and vintage, high and low. ",...,From the Southern California side of else-wear...,Behold Le Superbe! This LA based husband and wife duo has all you need when it comes to quirky graphics and colorful prints. The resulting mix of behomian breeze and California cool is sure to add something special into your wardrobe.
01EFJFYQ8C8205MMJPJYZX53QG,ASTR the Label,,"Taking inspiration from the latest trends and affinity for all things feminine, the creative collective behind ASTR The Label aims to immerse their customers into a world of effortless beauty. Since 2012, the brand has stood as a wearable interpretation of attainable style for all occasions. Featuring distinctive looks that exude romance, ASTR The Label offers collections that are recognized for their quality and unique combination of contemporary sophistication, versatility and chic design. 

By catering to the fashion needs of the #ASTRBabe, our collections continually feature on-trend and thoughtfully crafted garments for the modern woman.","Unique combination of contemporary sophistication, versatility and chic design",ASTR The Label,"Featuring distinctive looks that exude romance, ASTR The Label offers collections that are recognized for their quality and unique combination of contemporary sophistication, versatility and chic design.",By catering to the fashion needs of the #ASTRBABE,"Unique combination of contemporary sophistication, versatility and chic design","Behold ASTR! This label effortlessly combines all things romantic and feminine to bring you versatile pieces built for every day. From floral day dresses to elevated knits, each piece from ASTR will have you feeling perfectly in tune with your feminine side. "
01EPT0ATTBB75YC7PAAW8ND72T,Ciao Lucia,Women Owned,"Ciao Lucia is all about a girl at a beautiful seaside hotel in Europe, tanning by the water, taking long afternoon strolls, and having lengthy dinners with friends. Each piece has nostalgic references – Victorian blouses, smocking, waist-defining silhouettes... The fabrics are chosen with the body in mind - things that feel good on the skin and are great for throwing in your suitcase for your next adventure! ",The Cool Girl’s Answer to Resortwear,Vogue,"Ciao Lucia, created and designed by Lucy Akin launched in June 2017. 
Inspired by the French Riviera and the Amalfi Coast, each silhouette empowers the female body!","The Torino Sweater, a customer favorite. ","For the girl, on eternal vacation. Made in Los Angeles.","Behold Ciao Lucia! Made in Los Angeles and designed by Lucy Akin, this brand embodies the easy going elegance of the French Riviera. Inspired by vintage silhouettes and Akin's love for travel, these flirty frocks make us feel like we're on an eternal vacation."
01EFJFYS7QJS1CVFZB09NQMH64,Christina Lehr,Women Owned,"One day when Christina Lehr was a teenager living above her father’s SoHo clothing shop, a shipment of costly t-shirts arrived, every one of them defective. Since the shirts were custom-printed, her dad – designer Henry Lehr – couldn’t return them to the manufacturer. “Let me try to fix them,” Christina said. She’d been studying pattern-making, cutting, draping and sewing at the School of Fashion Design, and thought she spotted possibility in the twisted seams. “My dad uses the term ‘creative destruction,’” she said. “Night after night, I ripped out those seams and re-sewed every shirt by hand, integrating the factory’s mistake into a whole new look. The shirts sold out in three days.”

Today, customers who wear Christina Lehr pieces know why. From thoughtful designs to superior fabrics to the family-run factory in Belgium that manufactures her line, Christina Lehr’s eponymous line is always a cut above.",“My dad once told me that design without technical knowledge is just doodling.”,Christina Lehr,"A perfect t-shirt is basic, timeless and clean. Christina Lehr concentrates on fit and proportion, makes them in beautiful colors from great fabrics, and washes them in a special blend of enzymes to give them a silky feel. We love what we do. We hope you do too.",...,Effortlessly Classic | Thoughtfully Designed,"Behold Christina Lehr! Born into fashion dynasty (her dad is designer Henry Lehr), Christina has known style from a very young age. On a mission to perfect the classic tee, she’s done just so by bridging Hampton’s legacy with LA cool. Expect must-have basics for everyday wear, thoughtfully produced in a family-run Belgian factory. "
01EFJFYS7QJS1CVFZB09NQMH64,Christina Lehr,Emerging,"One day when Christina Lehr was a teenager living above her father’s SoHo clothing shop, a shipment of costly t-shirts arrived, every one of them defective. Since the shirts were custom-printed, her dad – designer Henry Lehr – couldn’t return them to the manufacturer. “Let me try to fix them,” Christina said. She’d been studying pattern-making, cutting, draping and sewing at the School of Fashion Design, and thought she spotted possibility in the twisted seams. “My dad uses the term ‘creative destruction,’” she said. “Night after night, I ripped out those seams and re-sewed every shirt by hand, integrating the factory’s mistake into a whole new look. The shirts sold out in three days.”

Today, customers who wear Christina Lehr pieces know why. From thoughtful designs to superior fabrics to the family-run factory in Belgium that manufactures her line, Christina Lehr’s eponymous line is always a cut above.",“My dad once told me that design without technical knowledge is just doodling.”,Christina Lehr,"A perfect t-shirt is basic, timeless and clean. Christina Lehr concentrates on fit and proportion, makes them in beautiful colors from great fabrics, and washes them in a special blend of enzymes to give them a silky feel. We love what we do. We hope you do too.",...,Effortlessly Classic | Thoughtfully Designed,"Behold Christina Lehr! Born into fashion dynasty (her dad is designer Henry Lehr), Christina has known style from a very young age. On a mission to perfect the classic tee, she’s done just so by bridging Hampton’s legacy with LA cool. Expect must-have basics for everyday wear, thoughtfully produced in a family-run Belgian factory. "
01EFJFYZ7Q6NZH6EM0G5G8Q73K,Nuance,Emerging,The goal of this project is to involve the people and personalities that inspire us and how they interpret what we do from their point of view. The beauty of this process is seeing how our intention is interpreted through different lens' and watching those ideas come to life. Friends challenging each other to develop ideas that one another might not find on their own. Commerce becomes the vehicle that allows us to execute more creative projects,The goal is that people with a shared experience and taste level catch the nuance.,..., Designed subtle nuances that blur the lines of masculine & feminine ,a creative platform for those who feel the need to create,Subtle and not so subtle unisex footwear and apparel.,"Behold Nuance! We love shoes that give us an extra pep in our step without compromising on comfort (say bye bye to bandaids & blisters). Equipped with heightened inner soles, this unisex line is the epitome of versatile."
01EFJFZ1R56K1PATBQM2TQAMHR,Simon Miller,Vegan,"Inspired by an ongoing love affair with old Hollywood and Mid Century Los Angeles, SIMON MILLER is a playful take on luxury. The pieces allow you to feel put together while simultaneously exuding comfort in your skin. Not sure where to start? Our custom SIMON MILLER RIB is effortlessly chic for every occasion - from watching a Quentin Tarantino film at home to a dinner celebration with friends. Pair it with our BLACKOUT PLATFORM and PUFFIN BAG, and you're set.","""Simon Miller is anchored by its must-have accessories but built for a full, approachable wardrobe.""",VOGUE,"Created by Chelsea Hansford, SIMON MILLER is a lifestyle brand of playful colors, bold textures, and statement pieces. ",CaSa SIMON MILLER,Welcome to our playful world of luxury. ,"Behold Simon Miller! This playful brand is known by all for their iconic retro aesthetic and liberal use of bright color. Each piece Simon Miller offers is eye-catching, yet doesn't take itself too seriously. If you're in need of adding a bright spot into your wardrobe, look no further - you've found your match!"
01EFJFZ1R56K1PATBQM2TQAMHR,Simon Miller,Women Owned,"Inspired by an ongoing love affair with old Hollywood and Mid Century Los Angeles, SIMON MILLER is a playful take on luxury. The pieces allow you to feel put together while simultaneously exuding comfort in your skin. Not sure where to start? Our custom SIMON MILLER RIB is effortlessly chic for every occasion - from watching a Quentin Tarantino film at home to a dinner celebration with friends. Pair it with our BLACKOUT PLATFORM and PUFFIN BAG, and you're set.","""Simon Miller is anchored by its must-have accessories but built for a full, approachable wardrobe.""",VOGUE,"Created by Chelsea Hansford, SIMON MILLER is a lifestyle brand of playful colors, bold textures, and statement pieces. ",CaSa SIMON MILLER,Welcome to our playful world of luxury. ,"Behold Simon Miller! This playful brand is known by all for their iconic retro aesthetic and liberal use of bright color. Each piece Simon Miller offers is eye-catching, yet doesn't take itself too seriously. If you're in need of adding a bright spot into your wardrobe, look no further - you've found your match!"
01EFJFYTETC2M1XYMVVFWMCQCW,EMME PARSONS,Handmade / Artisan Crafted,"Defined by discipline, rationality and purity, the label utilizes the rigor of aesthetic rules and acts as a conduit to the less knowable — the still-mythical west coast and embrace of opportunity and change.",Emme Parsons has created the perfect pair of minimal sandals which spell discreet chic,British Vogue,Emme Parsons is known for its ultra-light interpretations of classic silhouettes. ,"Blending logic and feeling, the label’s core ethos is rooted in Eloquent Utilitarianism: a belief that function should have meaning and that pure design should be unobtrusive yet emotional.",Eloquent Utilitarianism,"Behold Emme Parsons! Inspired by her son to start her own business and follow her dreams, this art director turned shoe designer brings a modern, sophisticated twist to classic silhouettes. Her minimalist styles are designed in LA and come to life in Italy where they're made to last."
01EFJFYTETC2M1XYMVVFWMCQCW,EMME PARSONS,Sustainable,"Defined by discipline, rationality and purity, the label utilizes the rigor of aesthetic rules and acts as a conduit to the less knowable — the still-mythical west coast and embrace of opportunity and change.",Emme Parsons has created the perfect pair of minimal sandals which spell discreet chic,British Vogue,Emme Parsons is known for its ultra-light interpretations of classic silhouettes. ,"Blending logic and feeling, the label’s core ethos is rooted in Eloquent Utilitarianism: a belief that function should have meaning and that pure design should be unobtrusive yet emotional.",Eloquent Utilitarianism,"Behold Emme Parsons! Inspired by her son to start her own business and follow her dreams, this art director turned shoe designer brings a modern, sophisticated twist to classic silhouettes. Her minimalist styles are designed in LA and come to life in Italy where they're made to last."
01EFJFYTETC2M1XYMVVFWMCQCW,EMME PARSONS,Emerging,"Defined by discipline, rationality and purity, the label utilizes the rigor of aesthetic rules and acts as a conduit to the less knowable — the still-mythical west coast and embrace of opportunity and change.",Emme Parsons has created the perfect pair of minimal sandals which spell discreet chic,British Vogue,Emme Parsons is known for its ultra-light interpretations of classic silhouettes. ,"Blending logic and feeling, the label’s core ethos is rooted in Eloquent Utilitarianism: a belief that function should have meaning and that pure design should be unobtrusive yet emotional.",Eloquent Utilitarianism,"Behold Emme Parsons! Inspired by her son to start her own business and follow her dreams, this art director turned shoe designer brings a modern, sophisticated twist to classic silhouettes. Her minimalist styles are designed in LA and come to life in Italy where they're made to last."
01ET3CH4ZZX1Y0S8DY6EBKA8PJ,Andrea Iyamah,Women Owned,"Andrea Iyamah owned by Nigerian fashion designer Andrea Iyamah, is a clothing line strongly inspired by color, ethnic cultures, nature and design elements that stay true to creating authentic clothing and resort wear with hints of a retro yet contemporary edge in design.

With a flare for fashion and the arts, she advanced her tailoring skills and educated herself about fashion which later fuelled the genesis of the A.I. brand at an early age of 17.

Although Andrea Iyamah is popularly recognized for its eccentric and unique take on swimwear, using vibrant colours and cuts inspired by an array of African cultures, the brand also specializes in ready-to-wear and custom made special event dresses under its sister brand Andrea Iyamah Bride.

Since 2011, the brand has focused on celebrating ethnicity with a modern twist, while maintaining its attention to quality, detail and figure flattering silhouettes.",“Design Inspired by a Cultural Story”,,,ARIFA High Waist Bikini from SS20,Design Inspired by a Cultural Story,"Behold Andrea Iyamah! This Nigerian, Toronto-based swimwear designer is favored for her unique approach to swimwear, which celebrates ethnic cultures, vibrant colors, and remains true to her heritage. Lyamah somehow manages to make each silhouette feel more like a work of art than your typical swimsuit, and uses the richest color palette and the most intricate of patterns. Each piece will leave you in a permanent state of vacation mode. "
01ET3CH4ZZX1Y0S8DY6EBKA8PJ,Andrea Iyamah,Emerging,"Andrea Iyamah owned by Nigerian fashion designer Andrea Iyamah, is a clothing line strongly inspired by color, ethnic cultures, nature and design elements that stay true to creating authentic clothing and resort wear with hints of a retro yet contemporary edge in design.

With a flare for fashion and the arts, she advanced her tailoring skills and educated herself about fashion which later fuelled the genesis of the A.I. brand at an early age of 17.

Although Andrea Iyamah is popularly recognized for its eccentric and unique take on swimwear, using vibrant colours and cuts inspired by an array of African cultures, the brand also specializes in ready-to-wear and custom made special event dresses under its sister brand Andrea Iyamah Bride.

Since 2011, the brand has focused on celebrating ethnicity with a modern twist, while maintaining its attention to quality, detail and figure flattering silhouettes.",“Design Inspired by a Cultural Story”,,,ARIFA High Waist Bikini from SS20,Design Inspired by a Cultural Story,"Behold Andrea Iyamah! This Nigerian, Toronto-based swimwear designer is favored for her unique approach to swimwear, which celebrates ethnic cultures, vibrant colors, and remains true to her heritage. Lyamah somehow manages to make each silhouette feel more like a work of art than your typical swimsuit, and uses the richest color palette and the most intricate of patterns. Each piece will leave you in a permanent state of vacation mode. "
01ET3CH4ZZX1Y0S8DY6EBKA8PJ,Andrea Iyamah,BIPOC Owned,"Andrea Iyamah owned by Nigerian fashion designer Andrea Iyamah, is a clothing line strongly inspired by color, ethnic cultures, nature and design elements that stay true to creating authentic clothing and resort wear with hints of a retro yet contemporary edge in design.

With a flare for fashion and the arts, she advanced her tailoring skills and educated herself about fashion which later fuelled the genesis of the A.I. brand at an early age of 17.

Although Andrea Iyamah is popularly recognized for its eccentric and unique take on swimwear, using vibrant colours and cuts inspired by an array of African cultures, the brand also specializes in ready-to-wear and custom made special event dresses under its sister brand Andrea Iyamah Bride.

Since 2011, the brand has focused on celebrating ethnicity with a modern twist, while maintaining its attention to quality, detail and figure flattering silhouettes.",“Design Inspired by a Cultural Story”,,,ARIFA High Waist Bikini from SS20,Design Inspired by a Cultural Story,"Behold Andrea Iyamah! This Nigerian, Toronto-based swimwear designer is favored for her unique approach to swimwear, which celebrates ethnic cultures, vibrant colors, and remains true to her heritage. Lyamah somehow manages to make each silhouette feel more like a work of art than your typical swimsuit, and uses the richest color palette and the most intricate of patterns. Each piece will leave you in a permanent state of vacation mode. "
01EFJFYVW8A7W3VQZZYBJECFSA,Intentionally Blank,,"“INTENTIONALLY ________.”  was created in 2014 in Los Angeles, and can currently be shopped globally on the shelves and sites of top retailers, tastemakers, and prime market influencers. Founded by Creative Director, Ty McBride, as his first solo branded project, IB sets out with clear intentions: “To create the pieces that help you fill “_______s” in your personal style mantra.” 
The team from “Intentionally _______.” seeks to create hyper wearable footwear, while delivering value and commanding just enough attention. With nods to the minimal, vintage inspirations, and touches of visual irony, the brand has garnered a cult following after six impactful years in the market. With retail stores in Los Angeles and it’s newest outpost in Hudson NY, the indie brand continues to evolve with each season. While continuing to grow and push the market the brand stays true to its DNA and fans, working hard to create show-stopping items.","""INTENTIONALLY _______."" fills in all the _____ in your wardrobe, footwear closet, and style mantra.",Ty McBride Founder and Creative Director,"Founded in Los Angeles in 2014, ""INTENTIONALLY ___________."" has gone on to become
a favorite with the style forward and those seeking a brand that understands urban nomadism, without sacrificing vibe or personal style", Get Prepared For A Major Shoe Moment.,"Filling in all the __________ in your personal style, one shoe at a time.","Behold Intentionally Blank! Founded in Brooklyn and based in LA, designer Ty McBride is committed to designing high-quality accessories with timeless silhouettes. Expect classic ankle booties and coveted mules perfect for any occasion."
01EFJFYW2WWM550WDA9PD9YV4A,Janessa Leone,Handmade / Artisan Crafted,"Each line is hand made using a consistent foundation of the highest quality material- yielding pieces that can be worn through many seasons. Established in 2013, Janessa Leoné offers hats and handbags which have become a favorite among celebrities and influencers.",Janessa has a way with sleek lines and imbuing her collections with just the right amount of edge.,Harpers Bazaar,"Janessa Leoné is an elevated accessories label based in Los Angeles. The brand creates sophisticated pieces with a focus on timeless, minimal designs that are both unique and classic.",We explore countless materials to ensure that each style was designed with functionality in mind.,QUALITY FIRST. INTENTIONAL DESIGN.,Behold Janessa Leone! This self-taught designer's line of minimalist hats and elegant accessories has been worn by fashionistas from Meghan Markle to Chrissy Teigen. Grab one of these gorgeous hats for super chic sun protection all year round.
01EFJFYW2WWM550WDA9PD9YV4A,Janessa Leone,Women Owned,"Each line is hand made using a consistent foundation of the highest quality material- yielding pieces that can be worn through many seasons. Established in 2013, Janessa Leoné offers hats and handbags which have become a favorite among celebrities and influencers.",Janessa has a way with sleek lines and imbuing her collections with just the right amount of edge.,Harpers Bazaar,"Janessa Leoné is an elevated accessories label based in Los Angeles. The brand creates sophisticated pieces with a focus on timeless, minimal designs that are both unique and classic.",We explore countless materials to ensure that each style was designed with functionality in mind.,QUALITY FIRST. INTENTIONAL DESIGN.,Behold Janessa Leone! This self-taught designer's line of minimalist hats and elegant accessories has been worn by fashionistas from Meghan Markle to Chrissy Teigen. Grab one of these gorgeous hats for super chic sun protection all year round.
01EFJFYX5JMHW7M3XR9PR9G6Q5,lemlem,Sustainable,"lemlem is a women's resort wear brand made entirely in Africa. In 2007, Liya Kebede was inspired to launch the brand following a trip to her native Ethiopia where she met a group of traditional weavers who no longer had a market for their craft. Meaning to bloom and flourish in the Ethiopian language of Amharic, lemlem is committed to elevating artisanship and expanding production and jobs across Africa. 

The core collection is handwoven from natural cotton in Ethiopia and lemlem is steadily expanding partnerships with additional workshops across Africa. Women are at the heart of lemlem and the brand is committed to helping them thrive both within its workshops and beyond through its support for lemlem Foundation. ","""I wanted to re-inject an energy and fuel back into the artisans and into the artisanal industry.""",Liya Kebede,"Founded in 2007 by Liya Kebede, lemlem is entirely made in Ethiopia, Kenya and Morocco.",lemlem Zoya Tunic Dress,lemlem is an artisan driven resortwear brand made in Africa.,"Behold LemLem! Founded by unstoppable supermodel Liya Kebede, these breezy pieces crafted from handmade African textiles will make you feel like you're on vacation all year round. Added bonus: Kebede is committed to elevating artisanship and expanding jobs across Africa. "
01EFJFYX5JMHW7M3XR9PR9G6Q5,lemlem,BIPOC Owned,"lemlem is a women's resort wear brand made entirely in Africa. In 2007, Liya Kebede was inspired to launch the brand following a trip to her native Ethiopia where she met a group of traditional weavers who no longer had a market for their craft. Meaning to bloom and flourish in the Ethiopian language of Amharic, lemlem is committed to elevating artisanship and expanding production and jobs across Africa. 

The core collection is handwoven from natural cotton in Ethiopia and lemlem is steadily expanding partnerships with additional workshops across Africa. Women are at the heart of lemlem and the brand is committed to helping them thrive both within its workshops and beyond through its support for lemlem Foundation. ","""I wanted to re-inject an energy and fuel back into the artisans and into the artisanal industry.""",Liya Kebede,"Founded in 2007 by Liya Kebede, lemlem is entirely made in Ethiopia, Kenya and Morocco.",lemlem Zoya Tunic Dress,lemlem is an artisan driven resortwear brand made in Africa.,"Behold LemLem! Founded by unstoppable supermodel Liya Kebede, these breezy pieces crafted from handmade African textiles will make you feel like you're on vacation all year round. Added bonus: Kebede is committed to elevating artisanship and expanding jobs across Africa. "
01EFJFYX5JMHW7M3XR9PR9G6Q5,lemlem,Women Owned,"lemlem is a women's resort wear brand made entirely in Africa. In 2007, Liya Kebede was inspired to launch the brand following a trip to her native Ethiopia where she met a group of traditional weavers who no longer had a market for their craft. Meaning to bloom and flourish in the Ethiopian language of Amharic, lemlem is committed to elevating artisanship and expanding production and jobs across Africa. 

The core collection is handwoven from natural cotton in Ethiopia and lemlem is steadily expanding partnerships with additional workshops across Africa. Women are at the heart of lemlem and the brand is committed to helping them thrive both within its workshops and beyond through its support for lemlem Foundation. ","""I wanted to re-inject an energy and fuel back into the artisans and into the artisanal industry.""",Liya Kebede,"Founded in 2007 by Liya Kebede, lemlem is entirely made in Ethiopia, Kenya and Morocco.",lemlem Zoya Tunic Dress,lemlem is an artisan driven resortwear brand made in Africa.,"Behold LemLem! Founded by unstoppable supermodel Liya Kebede, these breezy pieces crafted from handmade African textiles will make you feel like you're on vacation all year round. Added bonus: Kebede is committed to elevating artisanship and expanding jobs across Africa. "
01EFJFYX5JMHW7M3XR9PR9G6Q5,lemlem,Handmade / Artisan Crafted,"lemlem is a women's resort wear brand made entirely in Africa. In 2007, Liya Kebede was inspired to launch the brand following a trip to her native Ethiopia where she met a group of traditional weavers who no longer had a market for their craft. Meaning to bloom and flourish in the Ethiopian language of Amharic, lemlem is committed to elevating artisanship and expanding production and jobs across Africa. 

The core collection is handwoven from natural cotton in Ethiopia and lemlem is steadily expanding partnerships with additional workshops across Africa. Women are at the heart of lemlem and the brand is committed to helping them thrive both within its workshops and beyond through its support for lemlem Foundation. ","""I wanted to re-inject an energy and fuel back into the artisans and into the artisanal industry.""",Liya Kebede,"Founded in 2007 by Liya Kebede, lemlem is entirely made in Ethiopia, Kenya and Morocco.",lemlem Zoya Tunic Dress,lemlem is an artisan driven resortwear brand made in Africa.,"Behold LemLem! Founded by unstoppable supermodel Liya Kebede, these breezy pieces crafted from handmade African textiles will make you feel like you're on vacation all year round. Added bonus: Kebede is committed to elevating artisanship and expanding jobs across Africa. "
